epoch,train_loss,val_loss,mass_mae,radius_mae,temp_mae,lr
44,3.82931121190389,3.8699414253234865,nan,nan,nan,0.0005
45,3.795112757035244,3.8754080295562745,nan,nan,nan,0.0004781903063173321
46,3.8119825934186395,3.842377948760986,nan,nan,nan,0.00045642212862617086
47,3.825740502204424,3.823759365081787,nan,nan,nan,0.00043473690388997434
48,3.803629086341387,3.797988247871399,nan,nan,nan,0.00041317591116653486
49,3.755806175279029,3.8473424673080445,nan,nan,nan,0.0003917801930309486
50,3.750987868250152,3.8132959365844727,1.710445290181945,0.11006181779767658,56.109598620573074,0.0003705904774487396
51,3.762704766826865,3.8421740770339965,nan,nan,nan,0.0003496471002478635
52,3.7131264092009744,3.859197902679443,nan,nan,nan,0.0003289899283371657
53,3.7481546225371183,3.8240300178527833,nan,nan,nan,0.0003086582838174551
54,3.7245076379658264,3.7848491430282594,nan,nan,nan,0.0002886908691296504
55,3.6994689099582625,3.824205183982849,nan,nan,nan,0.0002691256933824831
56,3.69793481885651,3.7286049127578735,nan,nan,nan,0.0002500000000000001
57,3.7020438100084845,3.7488725662231444,nan,nan,nan,0.000231350195826588
58,3.7017963079758633,3.747195768356323,nan,nan,nan,0.00021321178182447708
59,3.668991995446476,3.747053599357605,nan,nan,nan,0.00019561928549563967
60,3.6738712198940324,3.9171226978302003,2.0106829008817693,0.1353754022225848,45.684711958075695,0.0001786061951567303
61,3.656751211778617,3.749542713165283,nan,nan,nan,0.0001622048961921699
62,3.680948966815148,3.747087836265564,nan,nan,nan,0.00014644660940672628
63,3.632742401994305,3.8431267499923707,nan,nan,nan,0.000131361331594938
64,3.634916008254628,3.670255994796753,nan,nan,nan,0.00011697777844051105
65,3.6144852491072665,3.7516127824783325,nan,nan,nan,0.00010332332985438247
66,3.617794496041757,3.7134342432022094,nan,nan,nan,9.042397785550405e-05
67,3.6379128326604397,3.717543625831604,nan,nan,nan,7.830427709355725e-05
68,3.6202145123187406,3.655181384086609,nan,nan,nan,6.698729810778065e-05
69,3.6168005113248474,3.7105798959732055,nan,nan,nan,5.649458341088914e-05
70,3.6244867819326894,3.782667899131775,1.7780484757758022,0.09196140519025045,57.20222154183642,5e-05
71,3.62691628491437,3.736601185798645,nan,nan,nan,5e-05
72,3.571127079151295,3.6750909328460692,nan,nan,nan,5e-05
73,3.5995885648845154,3.7968960285186766,nan,nan,nan,5e-05
74,3.6092916594611273,3.759390878677368,nan,nan,nan,5e-05
75,3.545113428139392,3.695308041572571,nan,nan,nan,5e-05
76,3.5990067352483304,3.660774827003479,nan,nan,nan,5e-05
77,3.621018883622723,3.669282388687134,nan,nan,nan,5e-05
78,3.602214174506105,3.8187857627868653,nan,nan,nan,5e-05
79,3.5799209659482227,3.684721660614014,nan,nan,nan,5e-05
80,3.6152824649104365,3.6966198921203612,1.2397860744030909,0.1452167530421486,50.48543841624872,5e-05
