pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,pl_dens,pl_eqt,pl_insol,st_teff,st_mass,st_rad,st_lum,st_met,st_spectype,discoverymethod,disc_year,pl_orbincl,planet_type
Kepler-1200 b,Kepler-1200,1.118547814,0.0188,0.0,,0.08742989,,1174.0,447.97,4496.0,0.725,0.658,,0.06,,Transit,2016.0,87.68,DesertWorld
Kepler-301 d,Kepler-301,13.75129636,0.1103,0.0,,0.14809554,,725.0,65.24,5814.0,0.944,0.881,,-0.18,,Transit,2014.0,89.21,EarthLike
Kepler-245 e,Kepler-245,3.219821056,0.0397,0.0,,0.17129122,,1088.0,331.28,5257.0,0.804,0.874,,-0.02,,Transit,2016.0,89.95,DesertWorld
Kepler-1202 b,Kepler-1202,28.6851324,0.1784,0.0,,0.21411403,,546.0,21.02,5722.0,0.918,0.835,,-0.2,,Transit,2016.0,88.81,SuperEarth
Kepler-59 b,Kepler-59,11.8693144,0.104,0.0,,0.09724345,,864.0,131.58,6296.0,1.066,1.006,,-0.26,,Transit,2012.0,86.93,DesertWorld
Kepler-1197 b,Kepler-1197,2.03231845,0.0271,0.0,,0.1025963,,975.0,213.53,4555.0,0.646,0.638,,-0.3,,Transit,2016.0,87.66,DesertWorld
Kepler-1196 b,Kepler-1196,66.1849031,0.3146,0.0,,0.1793205,,431.0,8.18,5893.0,0.946,0.866,,-0.26,,Transit,2016.0,89.95,SuperEarth
Kepler-1195 b,Kepler-1195,8.49640437,0.0726,0.0,,0.19091834,,702.0,57.43,5093.0,0.707,0.709,,-0.38,,Transit,2016.0,88.49,SuperEarth
Kepler-301 c,Kepler-301,5.41907559,0.0593,0.0,,0.12400771,,989.0,225.71,5814.0,0.944,0.881,,-0.18,,Transit,2014.0,89.95,DesertWorld
Kepler-1199 b,Kepler-1199,15.0447198,0.1155,0.0,,0.09635131,,791.0,92.58,5934.0,0.908,1.055,,-0.3,,Transit,2016.0,89.38,EarthLike
Kepler-1198 b,Kepler-1198,7.68478504,0.0732,0.0,,0.13114484,,830.0,112.06,5344.0,0.884,0.907,,0.14,,Transit,2016.0,89.89,DesertWorld
Kepler-136 b,Kepler-136,11.57890926,0.1062,0.0,,0.18378121,,951.0,193.48,6156.0,1.193,1.303,,0.14,,Transit,2014.0,89.33,DesertWorld
Kepler-235 c,Kepler-235,7.82501206,0.0617,0.0,,0.1088413,,478.0,12.36,3887.0,0.51,0.48,,-0.36,,Transit,2014.0,88.81,EarthLike
Kepler-445 c,Kepler-445,4.871222215,0.0311,0.0,,0.18645763,,362.0,4.05,3327.0,0.169,0.189,,-0.38,,Transit,2015.0,89.38,SuperEarth
Kepler-619 d,Kepler-619,11.678948452,0.1021,0.0,,0.38808167,,830.0,112.07,6122.0,1.041,0.964,,-0.18,,Transit,2023.0,88.24,MiniNeptune
Kepler-1369 b,Kepler-1369,25.873148,0.1741,0.0,,0.26675039,,667.0,46.82,6036.0,1.048,1.093,,0.02,,Transit,2016.0,89.38,MiniNeptune
Kepler-1318 b,Kepler-1318,213.257663,0.6085,0.0,,0.25426041,,202.0,0.39,4476.0,0.659,0.637,,-0.2,,Transit,2016.0,89.95,MiniNeptune
Kepler-1319 b,Kepler-1319,2.886762645,0.0256,0.0,,0.0597735,,483.0,12.91,3400.0,0.267,0.266,,-0.16,,Transit,2016.0,89.95,EarthLike
Kepler-399 d,Kepler-399,58.0341086,0.2615,0.0,,0.17485979,,392.0,5.57,5500.0,0.707,0.682,,-0.82,,Transit,2014.0,89.95,SuperEarth
Kepler-1985 b,Kepler-1985,3.42064689,0.0426,0.0,,0.20251618,,1129.0,382.68,5370.0,0.877,0.966,,0.14,,Transit,2023.0,82.03,DesertWorld
Kepler-203 d,Kepler-203,11.32975018,0.0992,0.0,,0.11330201,,806.0,100.01,5949.0,1.013,0.937,,-0.1,,Transit,2014.0,88.24,DesertWorld
Kepler-1368 b,Kepler-1368,0.675649486,0.0153,0.0,,0.12846842,,2086.0,4473.06,5966.0,1.049,0.961,,-0.02,,Transit,2016.0,81.93,LavaWorld
Kepler-201 c,Kepler-201,151.8861943,0.5752,0.0,,0.20608475,,397.0,5.88,6131.0,1.096,1.24,,0.04,,Transit,2014.0,89.95,SuperEarth
Kepler-1315 b,Kepler-1315,0.843379985,0.0163,0.0,,0.1516641,,1541.0,1329.99,4818.0,0.809,0.856,,0.56,,Transit,2016.0,78.23,DesertWorld
Kepler-527 b,Kepler-527,13.28535633,0.1142,0.0,,0.19448691,,893.0,150.5,6513.0,1.122,1.104,,-0.28,,Transit,2016.0,89.38,DesertWorld
Kepler-1371 b,Kepler-1371,3.4462125,0.0393,0.0,,0.06244992,,1015.0,251.24,5374.0,0.68,0.721,,-0.68,,Transit,2016.0,85.56,DesertWorld
Kepler-398 b,Kepler-398,4.081411491,0.0444,0.0,,0.08653775,,764.0,80.42,4494.0,0.698,0.659,,-0.04,,Transit,2014.0,83.65,EarthLike
Kepler-1870 b,Kepler-1870,3.606941526,0.0428,0.0,,0.18110478,,1178.0,455.32,5587.0,0.806,0.978,,-0.26,,Transit,2021.0,89.95,DesertWorld
Kepler-1370 b,Kepler-1370,20.2641684,0.1563,0.0,,0.1579091,,793.0,93.49,6292.0,1.245,1.276,,0.16,,Transit,2016.0,89.95,EarthLike
Kepler-1317 b,Kepler-1317,0.568874427,0.0129,0.0,,0.13471341,,1801.0,2484.47,5216.0,0.874,0.79,,0.06,,Transit,2016.0,89.95,LavaWorld
Kepler-1316 b,Kepler-1316,87.9732136,0.3793,0.0,,0.24087828,,384.0,5.14,5821.0,0.937,0.848,,-0.22,,Transit,2016.0,89.95,MiniNeptune
Kepler-1692 b,Kepler-1692,5.95958637,0.0646,0.0,,0.09099846,,897.0,153.48,5452.0,1.012,0.9,,0.36,,Transit,2020.0,89.03,DesertWorld
Kepler-1324 b,Kepler-1324,4.11585514,0.0466,0.0,,0.17218336,,895.0,151.55,4827.0,0.796,0.823,,0.32,,Transit,2016.0,86.52,DesertWorld
Kepler-1323 b,Kepler-1323,0.929906166,0.0191,0.0,,0.13203698,,2291.0,6514.57,6039.0,1.075,1.413,,-0.04,,Transit,2016.0,88.59,LavaWorld
Kepler-446 b,Kepler-446,1.565412613,0.0182,0.0,,0.15434053,,648.0,41.85,3464.0,0.328,0.328,,-0.14,,Transit,2015.0,89.99,EarthLike
Kepler-1322 b,Kepler-1322,0.962867382,0.0183,0.0,,0.13203698,,1662.0,1805.59,5693.0,0.88,0.802,,-0.3,,Transit,2016.0,85.94,DesertWorld
Kepler-1367 b,Kepler-1367,1.574090272,0.022,0.0,,0.07583205,,869.0,134.74,3954.0,0.572,0.546,,-0.1,,Transit,2016.0,89.38,DesertWorld
Kepler-204 c,Kepler-204,25.661658,0.1699,0.0,,0.12133128,,665.0,46.1,6095.0,0.992,1.038,,-0.22,,Transit,2014.0,89.38,EarthLike
Kepler-1881 b,Kepler-1881,159.388051,0.557,0.0,,0.23017258,,289.0,1.64,5418.0,0.911,0.812,,-0.02,,Transit,2021.0,89.95,MiniNeptune
Kepler-402 c,Kepler-402,6.12481814,0.0684,0.0,,0.14274268,,1213.0,510.94,6522.0,1.14,1.215,,-0.22,,Transit,2014.0,85.37,DesertWorld
Kepler-525 b,Kepler-525,18.68404933,0.1387,0.0,,0.32473961,,829.0,111.55,5546.0,1.019,1.592,,0.14,,Transit,2016.0,85.94,MiniNeptune
Kepler-1325 b,Kepler-1325,33.8786838,0.2039,0.0,,0.24712327,,525.0,17.97,5717.0,0.984,0.884,,0.0,,Transit,2016.0,87.66,MiniNeptune
Kepler-400 b,Kepler-400,9.02439889,0.0869,0.0,,0.15077196,,977.0,215.36,6099.0,1.07,1.146,,0.0,,Transit,2014.0,89.38,DesertWorld
Kepler-526 b,Kepler-526,5.45849914,0.064,0.0,,0.17039908,,1099.0,344.32,5914.0,1.172,1.135,,0.46,,Transit,2016.0,85.39,DesertWorld
Kepler-1320 b,Kepler-1320,0.868386354,0.0163,0.0,,0.13560555,,1389.0,880.33,4792.0,0.793,0.704,,0.07,,Transit,2016.0,88.78,DesertWorld
Kepler-1882 b,Kepler-1882,13.7872576,0.1241,0.0,,0.15523267,,1032.0,268.59,5888.0,1.341,1.961,,0.21,,Transit,2021.0,89.38,DesertWorld
Kepler-1321 b,Kepler-1321,11.12827427,0.0781,0.0,,0.36042528,,408.0,6.52,3640.0,0.513,0.503,,0.21,,Transit,2016.0,88.83,MiniNeptune
Kepler-231 b,Kepler-231,10.06525843,0.0729,0.0,,0.14363483,,426.0,7.81,3767.0,0.51,0.48,,-0.1,,Transit,2014.0,89.95,EarthLike
Kepler-401 b,Kepler-401,14.38338734,0.1178,0.0,,0.15969338,,956.0,197.3,6347.0,1.051,1.373,,-0.32,,Transit,2014.0,88.81,DesertWorld
Kepler-1314 b,Kepler-1314,5.424749281,0.0504,0.0,,0.46391373,,626.0,36.31,4141.0,0.581,0.592,,-0.22,,Transit,2016.0,89.95,MiniNeptune
Kepler-1694 b,Kepler-1694,3.89523349,0.0426,0.0,,0.07672419,,841.0,118.48,4972.0,0.675,0.627,,-0.58,,Transit,2020.0,89.38,DesertWorld
Kepler-1310 b,Kepler-1310,0.679336272,0.0144,0.0,,0.11151772,,1814.0,2561.85,5596.0,0.852,0.778,,-0.32,,Transit,2016.0,88.81,LavaWorld
Kepler-1377 b,Kepler-1377,0.740926358,0.0153,0.0,,0.1088413,,1873.0,2909.21,5618.0,0.87,0.874,,-0.18,,Transit,2016.0,87.91,LavaWorld
Kepler-51 d,Kepler-51,130.17746603,0.5121,0.0,,0.95816027,,367.0,4.31,6046.0,1.053,0.972,,-0.08,,Transit,2014.0,89.95,GasGiant
Kepler-1378 b,Kepler-1378,11.95398936,0.0885,0.0,,0.19091834,,525.0,17.92,4359.0,0.648,0.659,,-0.06,,Transit,2016.0,88.81,SuperEarth
Kepler-132 b,Kepler-132,6.17817366,0.0643,0.0,,0.1088413,,1082.0,324.69,5931.0,0.929,1.101,,-0.24,,Transit,2014.0,85.28,DesertWorld
Kepler-1376 b,Kepler-1376,5.30880656,0.0598,0.0,,0.09545917,,1043.0,279.21,5914.0,1.011,0.955,,-0.06,,Transit,2016.0,89.95,DesertWorld
Kepler-1311 d,Kepler-1311,197.5107678,0.6647,0.0,,0.64412637,,360.0,3.98,5988.0,1.002,1.236,,-0.12,,Transit,2021.0,89.38,GasGiant
Kepler-528 b,Kepler-528,19.7830259,0.1409,0.0,,0.18734977,,708.0,59.39,5747.0,0.953,1.099,,0.0,,Transit,2016.0,89.97,SuperEarth
Kepler-396 c,Kepler-396,88.5112563,0.3685,0.0,,0.54153006,,417.0,7.17,5579.0,0.85,1.06,,-0.12,,Transit,2013.0,89.38,GasGiant
Kepler-1309 b,Kepler-1309,28.8432647,0.1679,0.0,,0.20251618,,491.0,13.77,5151.0,0.758,0.785,,-0.16,,Transit,2016.0,89.95,SuperEarth
Kepler-1312 b,Kepler-1312,5.448325286,0.0575,0.0,,0.16058552,,923.0,171.57,5674.0,0.851,0.782,,-0.38,,Transit,2016.0,89.95,DesertWorld
Kepler-1307 b,Kepler-1307,18.01621096,0.1369,0.0,,0.22035902,,768.0,82.38,6245.0,1.049,1.065,,-0.16,,Transit,2016.0,89.38,SuperEarth
Kepler-123 c,Kepler-123,26.6951659,0.1756,0.0,,0.11687057,,669.0,47.48,6086.0,1.012,1.092,,-0.14,,Transit,2014.0,89.95,EarthLike
Kepler-137 b,Kepler-137,8.43639364,0.0786,0.0,,0.14809554,,756.0,77.27,5343.0,0.907,0.809,,0.06,,Transit,2014.0,87.09,EarthLike
Kepler-239 c,Kepler-239,56.2279697,0.2665,0.0,,0.19537905,,365.0,4.18,4980.0,0.801,0.734,,-0.04,,Transit,2014.0,89.95,SuperEarth
Kepler-1866 b,Kepler-1866,11.6601366,0.1047,0.0,,0.14987982,,840.0,117.68,6089.0,1.125,1.024,,0.07,,Transit,2021.0,81.36,DesertWorld
Kepler-141 c,Kepler-141,7.0106324,0.0672,0.0,,0.13382127,,738.0,70.32,4908.0,0.824,0.782,,0.22,,Transit,2014.0,87.03,EarthLike
Kepler-1867 b,Kepler-1867,9.88736642,0.0872,0.0,,0.06066564,,768.0,82.32,5693.0,0.911,0.816,,-0.24,,Transit,2021.0,88.68,EarthLike
Kepler-1308 b,Kepler-1308,2.104338119,0.0227,0.0,,0.04639137,,586.0,27.95,3410.0,0.35,0.345,,0.0,,Transit,2016.0,89.95,EarthLike
Kepler-1883 b,Kepler-1883,103.427188,0.4436,0.0,,0.2881618,,414.0,6.96,6194.0,1.086,1.02,,-0.12,,Transit,2021.0,89.95,MiniNeptune
Kepler-1868 b,Kepler-1868,211.032819,0.6266,0.0,,0.30600463,,215.0,0.5,4658.0,0.743,0.686,,0.0,,Transit,2021.0,89.69,MiniNeptune
Kepler-236 b,Kepler-236,8.29559431,0.0653,0.0,,0.13649769,,462.0,10.8,3750.0,0.54,0.51,,0.08,,Transit,2014.0,89.38,EarthLike
Kepler-92 b,Kepler-92,13.7488263,0.1194,0.0,,0.31938676,,978.0,216.31,5871.0,1.207,1.703,,0.17,,Transit,2013.0,87.66,MiniNeptune
Kepler-198 c,Kepler-198,49.5675359,0.2596,0.0,,0.21768259,,459.0,10.49,5733.0,0.947,0.855,,-0.12,,Transit,2014.0,89.38,SuperEarth
Kepler-1373 b,Kepler-1373,1.29123275,0.0239,0.0,,0.07761633,,1839.0,2702.99,6341.0,1.083,1.033,,-0.24,,Transit,2016.0,85.37,LavaWorld
Kepler-122 e,Kepler-122,37.9963981,0.2235,0.0,,0.17218336,,555.0,22.39,6103.0,1.028,0.949,,-0.2,,Transit,2014.0,86.52,SuperEarth
Kepler-1869 c,Kepler-1869,1.716831717,0.0302,0.0,,0.14006626,,2124.0,4806.71,5895.0,1.241,2.014,,0.14,,Transit,2023.0,89.95,LavaWorld
Kepler-1372 b,Kepler-1372,1.311555568,0.024,0.0,,0.11240986,,1656.0,1776.99,5926.0,1.072,0.963,,0.07,,Transit,2016.0,88.81,DesertWorld
Kepler-1374 b,Kepler-1374,10.65276707,0.0918,0.0,,0.21322189,,743.0,72.15,5614.0,0.908,0.827,,-0.14,,Transit,2016.0,89.95,SuperEarth
Kepler-1693 b,Kepler-1693,12.09997831,0.1015,0.0,,0.09991988,,729.0,66.86,5693.0,0.95,0.856,,-0.08,,Transit,2020.0,89.95,EarthLike
Kepler-517 b,Kepler-517,60.92832271,0.288,0.0,,0.25604469,,474.0,11.97,5598.0,0.857,1.063,,-0.12,,Transit,2016.0,89.95,MiniNeptune
Kepler-51 c,Kepler-51,85.3162004,0.3864,0.0,,0.56561789,,423.0,7.57,6046.0,1.053,0.972,,-0.08,,Transit,2012.0,89.44,GasGiant
Kepler-237 b,Kepler-237,4.71510365,0.0496,0.0,,0.13382127,,824.0,108.84,4861.0,0.733,0.732,,-0.08,,Transit,2014.0,89.95,DesertWorld
Kepler-1313 b,Kepler-1313,3.833091178,0.0454,0.0,,0.31760247,,1432.0,994.01,5351.0,0.849,1.671,,-0.36,,Transit,2016.0,88.81,MiniNeptune
Kepler-397 c,Kepler-397,135.4977745,0.4663,0.0,,0.50852081,,273.0,1.31,5114.0,0.736,0.682,,-0.4,,Transit,2014.0,89.38,MiniNeptune
Kepler-1375 b,Kepler-1375,3.3004192,0.0445,0.0,,0.10794916,,1442.0,1022.14,6277.0,1.073,1.207,,-0.1,,Transit,2016.0,87.66,DesertWorld
Kepler-1871 b,Kepler-1871,1.952710064,0.0308,0.0,,0.17575193,,1403.0,917.15,5741.0,1.02,0.946,,0.12,,Transit,2021.0,89.38,DesertWorld
